"text","happy","sad","anger","anxiety"
"Gün boyunca bedenimde belirgin bir gerginlik vardı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Gün boyunca bedenimde belirgin bir gerginlik vardı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Gün boyunca kontrol edemediğim şeyleri düşünmekten yoruldum ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Gün boyunca kontrol edemediğim şeyleri düşünmekten yoruldum ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Gün boyunca kontrol edemediğim şeyleri düşünmekten yoruldum ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Gün boyunca kontrol edemediğim şeyleri düşünmekten yoruldum ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Gün boyunca kontrol edemediğim şeyleri düşünmekten yoruldum ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda içimde yoğun bir kaygı dolaştı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda içimde yoğun bir kaygı dolaştı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda içimde yoğun bir kaygı dolaştı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda içimde yoğun bir kaygı dolaştı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda içimde yoğun bir kaygı dolaştı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda sürekli tetikte hissettim, bu yüzden rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda sürekli tetikte hissettim, bu yüzden basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda sürekli tetikte hissettim, bu yüzden küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda sürekli tetikte hissettim, bu yüzden odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda sürekli tetikte hissettim, bu yüzden her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda zihnim kötü ihtimallere takıldı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda zihnim kötü ihtimallere takıldı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda zihnim kötü ihtimallere takıldı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda zihnim kötü ihtimallere takıldı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda zihnim kötü ihtimallere takıldı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda bedenimde belirgin bir gerginlik vardı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda bedenimde belirgin bir gerginlik vardı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda bedenimde belirgin bir gerginlik vardı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda bedenimde belirgin bir gerginlik vardı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda bedenimde belirgin bir gerginlik vardı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda kontrol edemediğim şeyleri düşünmekten yoruldum ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda kontrol edemediğim şeyleri düşünmekten yoruldum ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda kontrol edemediğim şeyleri düşünmekten yoruldum ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda kontrol edemediğim şeyleri düşünmekten yoruldum ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Özellikle yalnız kaldığım anlarda kontrol edemediğim şeyleri düşünmekten yoruldum ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Akşama doğru içimde yoğun bir kaygı dolaştı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Akşama doğru içimde yoğun bir kaygı dolaştı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Akşama doğru içimde yoğun bir kaygı dolaştı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Akşama doğru içimde yoğun bir kaygı dolaştı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Akşama doğru içimde yoğun bir kaygı dolaştı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Akşama doğru sürekli tetikte hissettim, bu yüzden rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Akşama doğru sürekli tetikte hissettim, bu yüzden basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Akşama doğru sürekli tetikte hissettim, bu yüzden küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Akşama doğru sürekli tetikte hissettim, bu yüzden odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Akşama doğru sürekli tetikte hissettim, bu yüzden her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Akşama doğru zihnim kötü ihtimallere takıldı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Akşama doğru zihnim kötü ihtimallere takıldı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Akşama doğru zihnim kötü ihtimallere takıldı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Akşama doğru zihnim kötü ihtimallere takıldı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Akşama doğru zihnim kötü ihtimallere takıldı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Akşama doğru bedenimde belirgin bir gerginlik vardı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Akşama doğru bedenimde belirgin bir gerginlik vardı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Akşama doğru bedenimde belirgin bir gerginlik vardı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Akşama doğru bedenimde belirgin bir gerginlik vardı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Akşama doğru bedenimde belirgin bir gerginlik vardı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Akşama doğru kontrol edemediğim şeyleri düşünmekten yoruldum ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Akşama doğru kontrol edemediğim şeyleri düşünmekten yoruldum ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Akşama doğru kontrol edemediğim şeyleri düşünmekten yoruldum ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Akşama doğru kontrol edemediğim şeyleri düşünmekten yoruldum ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Akşama doğru kontrol edemediğim şeyleri düşünmekten yoruldum ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün geleceği düşünürken içimde yoğun bir kaygı dolaştı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün geleceği düşünürken içimde yoğun bir kaygı dolaştı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün geleceği düşünürken içimde yoğun bir kaygı dolaştı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün geleceği düşünürken içimde yoğun bir kaygı dolaştı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün geleceği düşünürken içimde yoğun bir kaygı dolaştı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün geleceği düşünürken sürekli tetikte hissettim, bu yüzden rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün geleceği düşünürken sürekli tetikte hissettim, bu yüzden basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün geleceği düşünürken sürekli tetikte hissettim, bu yüzden küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün geleceği düşünürken sürekli tetikte hissettim, bu yüzden odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün geleceği düşünürken sürekli tetikte hissettim, bu yüzden her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün geleceği düşünürken zihnim kötü ihtimallere takıldı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün geleceği düşünürken zihnim kötü ihtimallere takıldı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün geleceği düşünürken zihnim kötü ihtimallere takıldı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün geleceği düşünürken zihnim kötü ihtimallere takıldı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün geleceği düşünürken zihnim kötü ihtimallere takıldı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün geleceği düşünürken bedenimde belirgin bir gerginlik vardı ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün geleceği düşünürken bedenimde belirgin bir gerginlik vardı ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün geleceği düşünürken bedenimde belirgin bir gerginlik vardı ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün geleceği düşünürken bedenimde belirgin bir gerginlik vardı ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün geleceği düşünürken bedenimde belirgin bir gerginlik vardı ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün geleceği düşünürken kontrol edemediğim şeyleri düşünmekten yoruldum ve rahat nefes alıp gevşemekte zorlandım.","0","0","0","1"
"Bugün geleceği düşünürken kontrol edemediğim şeyleri düşünmekten yoruldum ve basit kararları bile fazla düşünmeye başladım.","0","0","0","1"
"Bugün geleceği düşünürken kontrol edemediğim şeyleri düşünmekten yoruldum ve küçük bir belirsizlik bile beni huzursuz etti.","0","0","0","1"
"Bugün geleceği düşünürken kontrol edemediğim şeyleri düşünmekten yoruldum ve odaklanmak benim için beklediğimden daha zordu.","0","0","0","1"
"Bugün geleceği düşünürken kontrol edemediğim şeyleri düşünmekten yoruldum ve her an ters gidecek bir şey varmış gibi hissettim.","0","0","0","1"
"Bugün içimde hem hüzün hem de kaygı vardı, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün içimde hem hüzün hem de kaygı vardı, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün içimde hem hüzün hem de kaygı vardı, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün içimde hem hüzün hem de kaygı vardı, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün içimde hem hüzün hem de kaygı vardı, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün içimde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün içimde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün içimde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün içimde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün içimde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün içimde duygusal ağırlıkla birlikte tedirginlik de arttı ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün içimde duygusal ağırlıkla birlikte tedirginlik de arttı ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün içimde duygusal ağırlıkla birlikte tedirginlik de arttı ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün içimde duygusal ağırlıkla birlikte tedirginlik de arttı ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün içimde duygusal ağırlıkla birlikte tedirginlik de arttı ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün içimde hem kırılgan hem de huzursuz hissettim, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün içimde hem kırılgan hem de huzursuz hissettim, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün içimde hem kırılgan hem de huzursuz hissettim, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün içimde hem kırılgan hem de huzursuz hissettim, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün içimde hem kırılgan hem de huzursuz hissettim, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün içimde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün içimde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün içimde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün içimde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün içimde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Gün boyunca hem hüzün hem de kaygı vardı, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Gün boyunca hem hüzün hem de kaygı vardı, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Gün boyunca hem hüzün hem de kaygı vardı, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Gün boyunca hem hüzün hem de kaygı vardı, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Gün boyunca hem hüzün hem de kaygı vardı, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Gün boyunca moral düşüklüğüyle beraber belirgin bir endişe hissettim ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Gün boyunca moral düşüklüğüyle beraber belirgin bir endişe hissettim ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Gün boyunca moral düşüklüğüyle beraber belirgin bir endişe hissettim ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Gün boyunca moral düşüklüğüyle beraber belirgin bir endişe hissettim ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Gün boyunca moral düşüklüğüyle beraber belirgin bir endişe hissettim ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Gün boyunca duygusal ağırlıkla birlikte tedirginlik de arttı ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Gün boyunca duygusal ağırlıkla birlikte tedirginlik de arttı ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Gün boyunca duygusal ağırlıkla birlikte tedirginlik de arttı ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Gün boyunca duygusal ağırlıkla birlikte tedirginlik de arttı ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Gün boyunca duygusal ağırlıkla birlikte tedirginlik de arttı ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Gün boyunca hem kırılgan hem de huzursuz hissettim, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Gün boyunca hem kırılgan hem de huzursuz hissettim, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Gün boyunca hem kırılgan hem de huzursuz hissettim, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Gün boyunca hem kırılgan hem de huzursuz hissettim, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Gün boyunca hem kırılgan hem de huzursuz hissettim, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Gün boyunca üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Gün boyunca üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Gün boyunca üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Gün boyunca üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Gün boyunca üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem hüzün hem de kaygı vardı, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem hüzün hem de kaygı vardı, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem hüzün hem de kaygı vardı, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem hüzün hem de kaygı vardı, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem hüzün hem de kaygı vardı, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Kendi kendime kaldığım anlarda moral düşüklüğüyle beraber belirgin bir endişe hissettim ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Kendi kendime kaldığım anlarda moral düşüklüğüyle beraber belirgin bir endişe hissettim ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Kendi kendime kaldığım anlarda moral düşüklüğüyle beraber belirgin bir endişe hissettim ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Kendi kendime kaldığım anlarda moral düşüklüğüyle beraber belirgin bir endişe hissettim ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Kendi kendime kaldığım anlarda moral düşüklüğüyle beraber belirgin bir endişe hissettim ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Kendi kendime kaldığım anlarda duygusal ağırlıkla birlikte tedirginlik de arttı ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Kendi kendime kaldığım anlarda duygusal ağırlıkla birlikte tedirginlik de arttı ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Kendi kendime kaldığım anlarda duygusal ağırlıkla birlikte tedirginlik de arttı ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Kendi kendime kaldığım anlarda duygusal ağırlıkla birlikte tedirginlik de arttı ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Kendi kendime kaldığım anlarda duygusal ağırlıkla birlikte tedirginlik de arttı ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem kırılgan hem de huzursuz hissettim, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem kırılgan hem de huzursuz hissettim, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem kırılgan hem de huzursuz hissettim, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem kırılgan hem de huzursuz hissettim, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Kendi kendime kaldığım anlarda hem kırılgan hem de huzursuz hissettim, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Kendi kendime kaldığım anlarda üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Kendi kendime kaldığım anlarda üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Kendi kendime kaldığım anlarda üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Kendi kendime kaldığım anlarda üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Kendi kendime kaldığım anlarda üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Akşam saatlerinde hem hüzün hem de kaygı vardı, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Akşam saatlerinde hem hüzün hem de kaygı vardı, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Akşam saatlerinde hem hüzün hem de kaygı vardı, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Akşam saatlerinde hem hüzün hem de kaygı vardı, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Akşam saatlerinde hem hüzün hem de kaygı vardı, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Akşam saatlerinde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Akşam saatlerinde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Akşam saatlerinde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Akşam saatlerinde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Akşam saatlerinde moral düşüklüğüyle beraber belirgin bir endişe hissettim ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Akşam saatlerinde duygusal ağırlıkla birlikte tedirginlik de arttı ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Akşam saatlerinde duygusal ağırlıkla birlikte tedirginlik de arttı ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Akşam saatlerinde duygusal ağırlıkla birlikte tedirginlik de arttı ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Akşam saatlerinde duygusal ağırlıkla birlikte tedirginlik de arttı ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Akşam saatlerinde duygusal ağırlıkla birlikte tedirginlik de arttı ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Akşam saatlerinde hem kırılgan hem de huzursuz hissettim, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Akşam saatlerinde hem kırılgan hem de huzursuz hissettim, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Akşam saatlerinde hem kırılgan hem de huzursuz hissettim, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Akşam saatlerinde hem kırılgan hem de huzursuz hissettim, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Akşam saatlerinde hem kırılgan hem de huzursuz hissettim, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Akşam saatlerinde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Akşam saatlerinde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Akşam saatlerinde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Akşam saatlerinde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Akşam saatlerinde üzgünlüğüm düşüncelerimi daha kaygılı hale getirdi ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem hüzün hem de kaygı vardı, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem hüzün hem de kaygı vardı, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem hüzün hem de kaygı vardı, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem hüzün hem de kaygı vardı, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem hüzün hem de kaygı vardı, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken moral düşüklüğüyle beraber belirgin bir endişe hissettim ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken moral düşüklüğüyle beraber belirgin bir endişe hissettim ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken moral düşüklüğüyle beraber belirgin bir endişe hissettim ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken moral düşüklüğüyle beraber belirgin bir endişe hissettim ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken moral düşüklüğüyle beraber belirgin bir endişe hissettim ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken duygusal ağırlıkla birlikte tedirginlik de arttı ve gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken duygusal ağırlıkla birlikte tedirginlik de arttı ve sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken duygusal ağırlıkla birlikte tedirginlik de arttı ve aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken duygusal ağırlıkla birlikte tedirginlik de arttı ve içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken duygusal ağırlıkla birlikte tedirginlik de arttı ve ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem kırılgan hem de huzursuz hissettim, bu yüzden gün içinde toparlanmakta zorlandım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem kırılgan hem de huzursuz hissettim, bu yüzden sürekli iç sıkışması yaşadım.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem kırılgan hem de huzursuz hissettim, bu yüzden aynı düşüncelere tekrar tekrar döndüm.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem kırılgan hem de huzursuz hissettim, bu yüzden içimde ağlama isteği ve gerginlik birlikte kaldı.","0","1","0","1"
"Bugün yaşadıklarımı düşünürken hem kırılgan hem de huzursuz hissettim, bu yüzden ne yaparsam yapayım rahatlamak kolay olmadı.","0","1","0","1"
